"attribute","value","url","name"
"Health","91","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Stamina","67","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Primary Skills","Speech, One-handed, Pickpocket, Two-handed","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Faction(s)","CrimeFactionHaafingar; Fish vendor; SolitudeAddvarsHouseFaction; TownSolitudeFaction","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Class","Food Vendor","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"BaseID","00013255","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Magicka","67","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Addvar","Addvar(RefID: 000198D4)"
"Location","The Rift","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"House","Snow-Shod Farm","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Level","6","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"RefID","00019E01","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Health","91","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Stamina","67","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Primary Skills","Smithing, Two-handed","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Faction(s)","CrimeFactionRift; FavorJobsGatherWheatFaction; JobFarmerFaction; Snow-Shod Farm Faction; Snow-Shod Farm House Faction","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Class","Farmer","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"BaseID","00019DC7","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Magicka","67","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Addvild","Addvild(RefID: 00019E01)"
"Location","Left Hand Mine","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Level","6","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"RefID","000661AE","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Health","91","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Stamina","67","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Primary Skills","Alchemy, Conjuration","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Faction(s)","CrimeFactionReach; JobMinerFaction; LeftHandMinersBarracksFaction; TownLeftHandMineFaction","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Class","Miner","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"BaseID","000661AD","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Magicka","67","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Adeber","Adeber(RefID: 000661AE)"
"Home City","Windhelm","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Location","Candlehearth Hall","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Race","Imperial","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Level","4","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"RefID","0001B119","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Health","73","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Stamina","59","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Primary Skills","Restoration","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Faction(s)","CrimeFactionEastmarch; Favor001QuestGiverFaction; TownWindhelmFaction; WindhelmCandlehearthOwnerFaction; WindhelmCandlehearthPatrons","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Class","Bard","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"BaseID","0001413C","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Magicka","63","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Adonato_Leotelli","Adonato Leotelli(RefID: 0001B119)"
"Home City","Raven Rock","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"House","Morvayn Manor","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Race","Dark Elf","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Level","15","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"RefID","xx018281","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Health","238","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Stamina","97","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Primary Skills","One-handed, Heavy Armor, Archery, Block, Two-handed, Destruction","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Essential","Yes","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Faction(s)","Adril and Cindiri Arano's Shared Faction; DLC2CrimeRavenRockFaction; Raven Rock Morvayn Manor Faction","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"BaseID","xx018280","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Adril_Arano","Adril Arano(RefID: xx018281)"
"Location","Harmugstahl","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Race","Radiant","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Level","Radiant (1-25)","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"RefID","00055BEF","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Health","35-489","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Magicka","25","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Stamina","70-246","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Primary Skills","One-handed, Two-handed, Block, Light Armor","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Faction(s)","Player Ally Faction","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Class","Radiant","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"BaseID","00055BA7","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Aggression","Very Aggressive","https://en.uesp.net/wiki/Skyrim:Adventurer","Adventurer(RefID: 00055BEF)"
"Home City","Riften","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"House","Aerin's House","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Race","Imperial","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Level","6","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"RefID","00019DF8","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Health","108","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Stamina","67","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Primary Skills","Heavy Armor, One-handed","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Faction(s)","CrimeFactionRift; Riften Hosue of Mjoll the Lioness Faction; TownRiftenFaction","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"BaseID","00013346","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Aerin","Aerin(RefID: 00019DF8)"
"Added by","Alternative Armors - Elven Hunter","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Location","Camp west of Sunderstone Gorge","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Race","High Elf","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Level","PC×1 (range=15-50)","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"RefID","FExxx822","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Health","50+(PC-1)×10","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Stamina","50+(PC-1)×5","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Primary Skills","Archery, Light Armor, One-handed, Block","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Faction(s)","HunterFaction; WIPlayerEnemyFaction; Faction that is friends with all Creatures; Friends with PredatorFaction","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Class","Ranger","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"BaseID","FExxx821","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Aesrael","Aesrael(RefID: FExxx822)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Level","Radiant (1-24)","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"RefID","N/A","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Health","30-283","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Magicka","25","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Stamina","70-162","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Primary Skills","One-handed, Two-handed, Block, Light Armor","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Faction(s)","The Afflicted","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Class","Bandit","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"BaseID","000BEDE5","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Afflicted_Refugee","Afflicted Refugee"
"Location","Shrine of Talos (map)","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Race","High Elf","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Level","Radiant (14-50)","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"RefID","000DD99D","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Health","317-791","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Magicka","228-544","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Stamina","50","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Primary Skills","Conjuration, Destruction, Alteration, Illusion, Restoration, Sneak","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Morality","Violence Against Enemies","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Faction(s)","CrimeFactionImperial; Imperial Justiciar Faction; WEPlayerEnemy","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Class","Thalmor Wizard","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"BaseID","000DD99E","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Aggression","Very Aggressive","https://en.uesp.net/wiki/Skyrim:Agent_Lorcalin","Agent Lorcalin(RefID: 000DD99D)"
"Added by","Dawnguard","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Location","Fort Dawnguard","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Race","Nord","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Level","PC×1 (range=5-25)","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"RefID","xx003474","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Health","50+(PC-1)×11","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Stamina","50+(PC-1)×4","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Primary Skills","One-handed, Two-handed, Block, Light Armor","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Morality","Any Crime","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Follower","Yes","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"StewardHF","Yes","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Faction(s)","CrimeFactionRift; DLC1HunterFaction; Gets dialogue pointing player to radiant quests; PotentialFollowerFaction","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Class","Bandit","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"BaseID","xx00336E","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Aggression","Aggressive","https://en.uesp.net/wiki/Skyrim:Agmaer","Agmaer(RefID: xx003474)"
"Added by","Saturalia Holiday Pack","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Location","Camp north of the Windward Ruins","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Race","Breton","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Level","4","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"RefID","FExxx826","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Horses","Reindeer; 500+ gold","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Gold","750 (+1000 Master Trader)","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Sells","See Standard Merchandise","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Buys","All","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Health","85","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Stamina","60","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Primary Skills","Conjuration","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Class Details","CombatWarrior1H","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Essential","Yes","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Faction(s)","CrimeFactionPale; JobMerchantFaction; TownDawnstarFaction; Reindeer Merchant; Reindeer Stables Faction","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"BaseID","FExxx80B","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Magicka","100","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Aggression","Unaggressive","https://en.uesp.net/wiki/Skyrim:Agrane_Peryval","Agrane Peryval(RefID: FExxx826)"
"Location","Halldir's Cairn","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Race","Imperial","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Level","1","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"RefID","00083B18","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Health","0 (Dead)","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Faction(s)","BanditFaction","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Class","Bandit","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"BaseID","00083B19","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Magicka","25","https://en.uesp.net/wiki/Skyrim:Agrius","Agrius(RefID: 00083B18)"
"Home City","Solitude","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"House","Jala's House","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Race","Redguard","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Level","PC×1 (range=6-30)","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"RefID","000198B0","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Health","50+(PC-1)×11.7","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Magicka","50","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Stamina","50+(PC-1)×3.3","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Primary Skills","Heavy Armor, Two-handed, Archery, Block","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Class Details","CombatWarrior2H","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Morality","No Crime","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Follower","Yes","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Faction(s)","CrimeFactionHaafingar; Favor104QuestGiverFaction; PotentialFollowerFaction; SolitudeJalasHouseFaction; TownSolitudeFaction","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Gender","Male","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"Class","Warrior","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
"BaseID","0001325F","https://en.uesp.net/wiki/Skyrim:Ahtar","Ahtar(RefID: 000198B0)"
